text	label	cleaned_text
but graduation rates have stagnated for low-income students.	1	graduation rate stagnated lowincome student
And we'll provide $210 million through the Canada 150 Fund to support community initiatives that leave a legacy for the future.	0	And well provide 210 million Canada 150 Fund support community initiative leave legacy future
Ensure a fair tax contribution, by refusing all increase in VAT and CSG and by maintaining the ISF.	1	Ensure fair tax contribution refusing increase VAT CSG maintaining ISF
raise their children by their own values,	0	raise child value
can participate in the political process and can run for office	1	participate political process run office
keep their communities safe,	0	keep community safe
We support the appointment of judges who respect traditional family values and the sanctity of innocent human life.	0	We support appointment judge respect traditional family value sanctity innocent human life
Incentive to forms of participation in profit by workers.	1	Incentive form participation profit worker
We will support strong legislatures,	1	We support strong legislature
"Because of conflicting federal and state laws concerning marijuana, we encourage the federal government to remove marijuana from the list of “Schedule 1"" federal controlled substances and to appropriately regulate it, providing a reasoned pathway for future legalization."	1	Because conflicting federal state law concerning marijuana encourage federal government remove marijuana list “Schedule 1 federal controlled substance appropriately regulate it providing reasoned pathway future legalization
ending partisan and racial gerrymandering, and making Election Day a national holiday.	1	ending partisan racial gerrymandering making Election Day national holiday
Labour will develop the full range of trade remedies necessary to support key sectors affected by these unfair practices.	0	Labour develop full range trade remedy necessary support key sector affected unfair practice
a barbaric onechild policy involving forced abortion;	0	barbaric onechild policy involving forced abortion
Their historic and continuing role as citizensoldiers is a proud tradition linking every community across America to the cause of freedom.	0	Their historic continuing role citizensoldiers proud tradition linking every community across America cause freedom
We will ensure that child victims and victims of sexual violence are able to be cross-examined before their trial without the distress of having to appear in court.	0	We ensure child victim victim sexual violence able crossexamined trial without distress appear court
Democrats believe it should be easier for Americans to save for retirement and prepare for unforeseen risks and expenses.	1	Democrats believe easier Americans save retirement prepare unforeseen risk expense
and to have equal access to public schools and other public facilities to accommodate religious freedom in the public square.	0	equal access public school public facility accommodate religious freedom public square
The current quota system discriminates against certain immigrants, including immigrants of color, and needs to be reformed to the realities of the 21st century.	1	The current quota system discriminates certain immigrant including immigrant color need reformed reality 21st century
We can respect the rights of responsible gun owners	0	We respect right responsible gun owner
We want to be a demanding and benevolent nation.	0	We want demanding benevolent nation
Deprive multinational market access to public contracts that practice tax avoidance and refuse to regularize their situation.	0	Deprive multinational market access public contract practice tax avoidance refuse regularize situation
 for  without  property  rights,  individual  rights are  diminished.   	1	without property right individual right diminished
Guarantee freedom of expression and digital freedoms by their registration in fundamental freedoms protected by the Constitution,	1	Guarantee freedom expression digital freedom registration fundamental freedom protected Constitution
and provides accountability through accessible, culturally appropriate participation and strong enforcement.	1	provides accountability accessible culturally appropriate participation strong enforcement
And we will continue to lead global efforts to tackle sexual violence in conflict.	0	And continue lead global effort tackle sexual violence conflict
Commercial discrimination will be met in kind.	0	Commercial discrimination met kind
Having embodied this plan into life, we will turn Russia into a powerful and prosperous state.	0	Having embodied plan life turn Russia powerful prosperous state
These countries will be more prosperous and stable if young people have access to education and employment opportunities.	1	These country prosperous stable young people access education employment opportunity
We will also repeal nonsensical restrictions banning employers from hiring agency staff to provide essential cover during strikes;	0	We also repeal nonsensical restriction banning employer hiring agency staff provide essential cover strike
It is the handing over of a personal and cultural identity.	0	It handing personal cultural identity
So we will double the Immigration Skills Charge levied on companies employing migrant workers, to £2,000 a year by the end of the parliament,	0	So double Immigration Skills Charge levied company employing migrant worker £2000 year end parliament
In harnessing the digital revolution, we must take steps to protect the vulnerable and give people confidence to use the internet without fear of abuse, criminality or exposure to horrific content.	0	In harnessing digital revolution must take step protect vulnerable give people confidence use internet without fear abuse criminality exposure horrific content
while expanding opportunities in rural communities across America.	1	expanding opportunity rural community across America
Many stem from the fundamental question of Puerto Rico’s political status.	1	Many stem fundamental question Puerto Rico’s political status
and all Americans can access and enjoy natural spaces.	1	Americans access enjoy natural space
Modern rich not only despise the poor, but also demand from the state to pursue a policy that should lead to death, disease and degradation of low -income people.	1	Modern rich despise poor also demand state pursue policy lead death disease degradation low income people
Programs that emphasize independence rather than institutionalization must be better structured to support them.	1	Programs emphasize independence rather institutionalization must better structured support them
It also alienates people and countries who are crucial to defeating terrorism;	1	It also alienates people country crucial defeating terrorism
We applaud the Republican legislative initiatives that led to a significant increase in adoptions in recent years,	0	We applaud Republican legislative initiative led significant increase adoption recent year
A re-elected Conservative Government will recognize these bridge-builders by establishing a new “Maple Leaf” designation to honour extraordinary Canadians who cultivate these links.	0	A reelected Conservative Government recognize bridgebuilders establishing new “Maple Leaf” designation honour extraordinary Canadians cultivate link
Nothing matters  more  than  getting  the American  people  back  to  work. 	1	Nothing matter getting American people back work
Deprived of a parent through no fault of their own, these youngsters should be a special concern of our schools, social services, and religious institutions.	1	Deprived parent fault own youngster special concern school social service religious institution
Industrial action in these essential services would require the support of at least 40 per cent of all those entitled to take part in strike ballots	0	Industrial action essential service would require support least 40 per cent entitled take part strike ballot
and for congressional action to enforce the spirit of the Home Rule Act assuring minority representation on the City Council.	1	congressional action enforce spirit Home Rule Act assuring minority representation City Council
We will stop efforts by Republican governors and legislatures to disenfranchise people of color, low-income people, and young people,	1	We stop effort Republican governor legislature disenfranchise people color lowincome people young people
We will work to end the epidemic of gender-based violence around the world.	1	We work end epidemic genderbased violence around world
 We  call  on  the government  to  permanently  ban  all  federal  funding and  subsidies  for  abortion  and  healthcare  plans  that include  abortion  coverage.	0	We call government permanently ban federal funding subsidy abortion healthcare plan include abortion coverage
With this platform, we do not merely seek common ground—we strive to reach higher ground.	1	With platform merely seek common ground—we strive reach higher ground
create thriving hubs of manufacturing and innovation throughout the country;	1	create thriving hub manufacturing innovation throughout country
From Peace Corps volunteers teaching in oneroom schools to U.S. Seabees building village projects, we will continue to strengthen the personal and commercial ties between our country and African nations.	1	From Peace Corps volunteer teaching oneroom school US Seabees building village project continue strengthen personal commercial tie country African nation
incentivize and expand access to retirement investment programs,	1	incentivize expand access retirement investment program
We will maintain our Article 5 collective security commitments to NATO because we are stronger when we have our allies at our side.	1	We maintain Article 5 collective security commitment NATO stronger ally side
Apart from the taxpayer dollars our government donates abroad, our foundations, educational institutions, faithbased groups, and committed men and women of charity devote billions of dollars and volunteer hours every year to help the poor and needy around the world.	1	Apart taxpayer dollar government donates abroad foundation educational institution faithbased group committed men woman charity devote billion dollar volunteer hour every year help poor needy around world
Introduction of orientation to work and education to entrepreneurship in the school subjects of each secondary institute.	1	Introduction orientation work education entrepreneurship school subject secondary institute
We urge Congress to strengthen the Born Alive Infant Protection Act by enacting appropriate civil and criminal penalties on healthcare providers who fail to provide treatment and care to an infant who survives an abortion, including early induction delivery where the death of the infant is intended.	0	We urge Congress strengthen Born Alive Infant Protection Act enacting appropriate civil criminal penalty healthcare provider fail provide treatment care infant survives abortion including early induction delivery death infant intended
We will strengthen the operation of tribal housing programs, and reauthorize the Indian Housing Block Grant Program.	1	We strengthen operation tribal housing program reauthorize Indian Housing Block Grant Program
We will therefore also legislate to enshrine a definition of domestic violence and abuse in law, providing the legal underpinning for everything in our new act.	0	We therefore also legislate enshrine definition domestic violence abuse law providing legal underpinning everything new act
Building  on  the  accomplishments  of  the last  Republican  Administration  in implementing  the  Trafficking  Victims  Protection  Act  of  2000,  we call  for  increased  diplomatic  efforts  with  foreign  governments  to root  out  complicit  public  officials who  facilitate  or  perpetrate  this evil.  	1	Building accomplishment last Republican Administration implementing Trafficking Victims Protection Act 2000 call increased diplomatic effort foreign government root complicit public official facilitate perpetrate evil
Puerto Ricans should be able to vote for the people who make their laws,	1	Puerto Ricans able vote people make law
We acknowledge, support, and defend the lawabiding citizen’s Godgiven right of selfdefense.	1	We acknowledge support defend lawabiding citizen’s Godgiven right selfdefense
and listed companies will have to publish the ratio of executive pay to broader UK workforce pay.	0	listed company publish ratio executive pay broader UK workforce pay
We will enforce and defend in court the Defense of Marriage Act (DOMA) in the Armed Forces as well as in the civilian world.	0	We enforce defend court Defense Marriage Act DOMA Armed Forces well civilian world
Democrats welcome and honor all Americans who want to serve and will continue to fight for their equal rights and recognition.	1	Democrats welcome honor Americans want serve continue fight equal right recognition
63. prohibit the export of children abroad	0	63 prohibit export child abroad
all of which suffer the worst losses during extreme weather and have the fewest resources to prepare.	1	suffer worst loss extreme weather fewest resource prepare
The LDPR advocates comprehensive support of Orthodoxy, the revival of Orthodox traditions and the cultural heritage of the Orthodox Church.	0	The LDPR advocate comprehensive support Orthodoxy revival Orthodox tradition cultural heritage Orthodox Church
What makes America great is our unerring belief that we can make it better.	0	What make America great unerring belief make better
To build on the success of the lifesaving Brady Handgun Violence Prevention Act, we will expand and strengthen background checks and close dangerous loopholes in our current laws;	0	To build success lifesaving Brady Handgun Violence Prevention Act expand strengthen background check close dangerous loophole current law
Through careful stewardship, our natural heritage has been a source of pleasure and pride for generations of families.	0	Through careful stewardship natural heritage source pleasure pride generation family
Canada has one of the highest naturalization rates in the world: more than 85 percent of permanent residents eligible for Canadian citizenship become Canadians.	0	Canada one highest naturalization rate world 85 percent permanent resident eligible Canadian citizenship become Canadians
We will create a national infrastructure police force, bringing together the Civil Nuclear Constabulary, the Ministry of Defence Police and the British Transport Police to improve the protection of critical infrastructure such as nuclear sites, railways and the strategic road network.	0	We create national infrastructure police force bringing together Civil Nuclear Constabulary Ministry Defence Police British Transport Police improve protection critical infrastructure nuclear site railway strategic road network
We welcome a stronger relationship with the world’s largest democracy, India, both economic and cultural, as well as in terms of national security.	1	We welcome stronger relationship world’s largest democracy India economic cultural well term national security
We demand to remove advertising from state channels of television, and for commercial channels to create a public council to combat the moral and spiritual decomposition of the young generation.	0	We demand remove advertising state channel television commercial channel create public council combat moral spiritual decomposition young generation
enforcing the Hobbs Act against labor violence,	0	enforcing Hobbs Act labor violence
We will appoint judges who defend the constitutional principles of liberty and equality for all,	1	We appoint judge defend constitutional principle liberty equality all
We also believe that immigration should be controlled and reduced, because when immigration is too fast and too high, it is difficult to build a cohesive society.	0	We also believe immigration controlled reduced immigration fast high difficult build cohesive society
abolish fair share requirements,	1	abolish fair share requirement
The LDPR called for the solution of the Russian issue from the day the party was founded.	0	The LDPR called solution Russian issue day party founded
boost wages for childcare workers,	1	boost wage childcare worker
With less than one percent of the federal budget, our development assistance has helped cut extreme poverty in half,	1	With le one percent federal budget development assistance helped cut extreme poverty half
countering their messages	0	countering message
Strengthen intergenerational solidarity by allowing each parent to transmit 100,000 euros without taxation to each child every five years (instead of fifteen years currently) and by increasing the ceiling of donations without taxation to grandchildren to 50,000 euros, alsoEvery five years.	1	Strengthen intergenerational solidarity allowing parent transmit 100000 euro without taxation child every five year instead fifteen year currently increasing ceiling donation without taxation grandchild 50000 euro alsoEvery five year
And none of them even thought to take a piece of this empire and declare that it belongs to only one people.	0	And none even thought take piece empire declare belongs one people
free press,	1	free press
So we will create a national community sentencing framework that punishes offenders and focuses on the measures that have a better chance of turning people around and preventing crime, such as curfews and orders that tackle drug and alcohol abuse.	0	So create national community sentencing framework punishes offender focus measure better chance turning people around preventing crime curfew order tackle drug alcohol abuse
· A closer to the French, she will develop an in -depth knowledge of the places and the inhabitants that she will be responsible for protecting and hearing.	0	· A closer French develop depth knowledge place inhabitant responsible protecting hearing
They deserve our respect and support, and we should learn from those examples and build on what works.	1	They deserve respect support learn example build work
The Roadmap focuses on three key pillars – education, immigration, and communities – to continue to build the strength and vigour of minority language communities in Canada.	0	The Roadmap focus three key pillar – education immigration community – continue build strength vigour minority language community Canada
We recognize the unique concerns and challenges they face, especially after 15 years of continuous deployments.	1	We recognize unique concern challenge face especially 15 year continuous deployment
That is, the national question was resolved for everyone.	0	That is national question resolved everyone
We believe protecting rights and opportunities for women and girls is essential for security	1	We believe protecting right opportunity woman girl essential security
Promote republican assimilation, a more demanding principle than that of integration.	0	Promote republican assimilation demanding principle integration
They are eager for the opportunity to take on life’s challenges and, through faith and hard work, transform the future for the better.	0	They eager opportunity take life’s challenge and faith hard work transform future better
For hundreds of years, the United Kingdom has determined the rules and formed the environment where new ideas and new technologies prosper – from financial markets to the steam train to human embryology and the code of life itself.	0	For hundred year United Kingdom determined rule formed environment new idea new technology prosper – financial market steam train human embryology code life itself
Refocus the police and the gendarmerie on their public security mission by releasing them from undue and administrative tasks.	0	Refocus police gendarmerie public security mission releasing undue administrative task
 To  care,  as  well,  for the  families  of  those  who  have made  the  ultimate  sacrifice,  who must  be  assured  of  meaningful financial  assistance,  remains  our solemn  duty.	0	To care well family made ultimate sacrifice must assured meaningful financial assistance remains solemn duty
No her!	0	No her
Implement a real co-development policy with African countries based as a priority on primary school development aid, assistance in improving agricultural systems and aid to strengthen the tools of defense toolsand security.	1	Implement real codevelopment policy African country based priority primary school development aid assistance improving agricultural system aid strengthen tool defense toolsand security
The panel is scheduled to provide its final report by late Fall 2015.	0	The panel scheduled provide final report late Fall 2015
That guarantee reflected Thomas Jefferson’s Virginia Statute for Religious Freedom, which declared that no one should “suffer on account of his religious opinion or belief, but that all men shall be free to profess, and by argument to maintain, their opinion in matters of religion….”	0	That guarantee reflected Thomas Jefferson’s Virginia Statute Religious Freedom declared one “suffer account religious opinion belief men shall free profess argument maintain opinion matter religion…”
from the enduring scourge of systemic racism	1	enduring scourge systemic racism
We support efforts to help lowincome individuals get a fair chance based  on  their  potential  and  individual  merit;	1	We support effort help lowincome individual get fair chance based potential individual merit
Defend the rights of women: to fight against Islamism which makes their fundamental freedoms retreat;	0	Defend right woman fight Islamism make fundamental freedom retreat
attack seniority, restrict due process protections,	1	attack seniority restrict due process protection
We insist that there should be no regulation of political speech on the Internet.	1	We insist regulation political speech Internet
 It is  nonsensical  to  spurn  real  job creation  by  putting  almost  all of  our  coastal  waters  off  limits to  energy  exploration,  while urging  other  nations  to  explore their  coasts.  	1	It nonsensical spurn real job creation putting almost coastal water limit energy exploration urging nation explore coast
And by boosting economic growth in a fair and equitable way, and strengthening our long-term competitiveness, these investments will create many more jobs in the years to come.	1	And boosting economic growth fair equitable way strengthening longterm competitiveness investment create many job year come
Democrats believe that global institutions—most prominently the United Nations—and multilateral organizations have a powerful role to play and are an important amplifier of American strength and influence.	1	Democrats believe global institutions—most prominently United Nations—and multilateral organization powerful role play important amplifier American strength influence
The anti -Russian article 282 of the Criminal Code of the Russian Federation, which is used only against Russians, should be canceled.	0	The anti Russian article 282 Criminal Code Russian Federation used Russians canceled
We recognize that for most of those seeking entry into this country, the lack of respect for the rule of law in their homelands has meant economic exploitation and political oppression by corrupt elites.	1	We recognize seeking entry country lack respect rule law homeland meant economic exploitation political oppression corrupt elite
We offer our Republican vision of a free people using their Godgiven talents, combined with hard work, selfreliance, ethical conduct, and the pursuit of opportunity, to achieve great things for themselves and the greater community.	0	We offer Republican vision free people using Godgiven talent combined hard work selfreliance ethical conduct pursuit opportunity achieve great thing greater community
protect the religious rights of Native prisoners,	1	protect religious right Native prisoner
· They will in particular strengthen our intelligence system against terrorism.	0	· They particular strengthen intelligence system terrorism
We will fight to secure equal pay for women, which will benefit all women and their families,	1	We fight secure equal pay woman benefit woman family
We will provide tax relief to help the millions of families caring for aging relatives or family members with chronic illnesses or disabilities.	1	We provide tax relief help million family caring aging relative family member chronic illness disability
"And there it should be written: ""Russian and other peoples of Russia."""	0	And written Russian people Russia
We will work with train companies and their employees to agree minimum service levels during periods of industrial dispute –	0	We work train company employee agree minimum service level period industrial dispute –
It is unacceptable that the median wealth for African Americans and Latino Americans is roughly one-tenth that of white Americans.	1	It unacceptable median wealth African Americans Latino Americans roughly onetenth white Americans
And we will protect the democratic freedom of the people of Gibraltar and our overseas territories to remain British, for as long as that is their wish.	0	And protect democratic freedom people Gibraltar overseas territory remain British long wish
"At the same time, supporting the ""manufactured in France"" by compulsory, clear and loyal labeling on the origin of products and foodstuffs sold in France."	0	At time supporting manufactured France compulsory clear loyal labeling origin product foodstuff sold France
We cannot overlook the continued repression of human rights and religious freedom, as well as retribution against ethnic minorities and others who assisted U.S. forces during the conflict there.	1	We cannot overlook continued repression human right religious freedom well retribution ethnic minority others assisted US force conflict there
Who is Russian?	0	Who Russian
We call for legislation to ban sexselective abortions	0	We call legislation ban sexselective abortion
That's why, in 2013, we launched the new, five-year, $1.1 billion Roadmap for Official Languages, the most comprehensive investment in Canada's national languages in our country's history.	0	Thats why 2013 launched new fiveyear 11 billion Roadmap Official Languages comprehensive investment Canadas national language country history
We will do everything we can to protect religious minorities and the fundamental right of freedom of religion.	1	We everything protect religious minority fundamental right freedom religion
It's one of the values that makes Canada a land of opportunity and prosperity, a country that attracts countless immigrants from all around the world.	0	Its one value make Canada land opportunity prosperity country attracts countless immigrant around world
Based on both treaty and other law, the federal government has a unique governmenttogovernment relationship with and trust responsibility for Indian Tribal Governments and American Indians and Alaska Natives.	1	Based treaty law federal government unique governmenttogovernment relationship trust responsibility Indian Tribal Governments American Indians Alaska Natives
Our global businesses and London’s position as the global centre of finance make us more interconnected with the global economy than any other comparable nation.	0	Our global business London’s position global centre finance make u interconnected global economy comparable nation
Where is this homeland?	0	Where homeland
It violates the religious freedom that is the bedrock of our country and feeds into ISIS’ nefarious narrative.	1	It violates religious freedom bedrock country feed ISIS’ nefarious narrative
They know America’s best days lay ahead.	0	They know America’s best day lay ahead
Thanks to the LDPR, a political amnesty was held in 1994.	1	Thanks LDPR political amnesty held 1994
, and ensure the welfare of children and younger people in an age when so much of life is conducted online.	0	ensure welfare child younger people age much life conducted online
recognizing the self-determination of the peoples and countries we assist to direct their own futures.	1	recognizing selfdetermination people country assist direct future
When our energy industry is revitalized, millions more Americans will find work in manufacturing, food production, metals, minerals, packaging, transportation and other fields – because of the jobs that will be created in, and as a result of, the energy sector. We are determined to create jobs,	1	When energy industry revitalized million Americans find work manufacturing food production metal mineral packaging transportation field – job created in result of energy sector We determined create job
For centuries, Russians defended hundreds of peoples for centuries, gave them an education and equipped their lives.	0	For century Russians defended hundred people century gave education equipped life
We will strengthen the law, banning the use of community resolutions as a response to domestic violence.	0	We strengthen law banning use community resolution response domestic violence
We will aggressively enforce the recent decision by the Supreme Court barring the use of union dues for political purposes without the consent of the worker.	0	We aggressively enforce recent decision Supreme Court barring use union due political purpose without consent worker
Working with businesses, trade unions, devolved governments and others to identify specific labour and skill shortages.	0	Working business trade union devolved government others identify specific labour skill shortage
and ask all to join us in rejecting the forces of hatred and bigotry and in denouncing all who practice or promote racism, antiSemitism, ethnic prejudice, or religious intolerance.	1	ask join u rejecting force hatred bigotry denouncing practice promote racism antiSemitism ethnic prejudice religious intolerance
and provide for a new aggravated offence if behaviour is directed at a child.	0	provide new aggravated offence behaviour directed child
which endanger especially those on the margins of society.	1	endanger especially margin society
Democrats know that nothing is more important than creating good-paying jobs that can support a middle-class life	1	Democrats know nothing important creating goodpaying job support middleclass life
We hereby affirm and declare that India is our geopolitical ally and a strategic trading partner.	1	We hereby affirm declare India geopolitical ally strategic trading partner
"The ""war on drugs"" has led to the imprisonment of millions of Americans, disproportionately people of color, without reducing drug use."	1	The war drug led imprisonment million Americans disproportionately people color without reducing drug use
We always played for an independent court, free press, honest elections.	1	We always played independent court free press honest election
In this country, the rule of law guarantees equal treatment to every individual, including more than one million immigrants to whom we grant permanent residence every year.	1	In country rule law guarantee equal treatment every individual including one million immigrant grant permanent residence every year
and provide meaningful resources and financial investments that will empower American Indian tribes through increased economic development and infrastructure improvements on tribal lands.	1	provide meaningful resource financial investment empower American Indian tribe increased economic development infrastructure improvement tribal land
We oppose tax policies that divide Americans or promote class warfare.	1	We oppose tax policy divide Americans promote class warfare
The other great challenge is to be able to correct the misalignment existing between supply and demand, between training course undertaken by many young people and real knowledge required by companies.	1	The great challenge able correct misalignment existing supply demand training course undertaken many young people real knowledge required company
We, however, affirm the dignity of women by protecting the sanctity of human life.	0	We however affirm dignity woman protecting sanctity human life
80. Give youth	1	80 Give youth
To help meet these goals, we will work to build a diverse workforce in agencies that manage America's public lands, waters, and cultural sites.	1	To help meet goal work build diverse workforce agency manage Americas public land water cultural site
The federal government will push more colleges and universities to take quantifiable, affirmative steps in increasing the percentages of racial and ethnic minority, low-income, and first-generation students they enroll and graduate.	1	The federal government push college university take quantifiable affirmative step increasing percentage racial ethnic minority lowincome firstgeneration student enroll graduate
We are committed to creating a society where children are safe and can thrive physically, emotionally, educationally, and spiritually.	1	We committed creating society child safe thrive physically emotionally educationally spiritually
—from nurses, firefighters, and teachers to construction workers, factory workers, and small business owners.	1	—from nurse firefighter teacher construction worker factory worker small business owner
While responsible gun ownership is part of the fabric of many communities,	0	While responsible gun ownership part fabric many community
We endorse the program of Employment First, developed by major disability rights groups, to replace dependency with jobs in the mainstream of the American workforce.	1	We endorse program Employment First developed major disability right group replace dependency job mainstream American workforce
The core idea of the construction of future Russia should be community - the mutually beneficial union of free people of one culture and one language, which serves as the greatness of the state and the prosperity of society.	0	The core idea construction future Russia community mutually beneficial union free people one culture one language serf greatness state prosperity society
Strengthening Canadian citizenship to protect and reaffirm its value.	0	Strengthening Canadian citizenship protect reaffirm value
Democrats also support efforts for self-governance and self-determination of Native Hawaiians.	1	Democrats also support effort selfgovernance selfdetermination Native Hawaiians
This investment reflects the best of America	1	This investment reflects best America
and respond to the will of its people.	1	respond people
The nature of the immigration we have – more skilled workers and university students, less abuse and fewer unskilled migrants – better suits the national interest.	0	The nature immigration – skilled worker university student le abuse fewer unskilled migrant – better suit national interest
We will support the police in the performance of their duties.	0	We support police performance duty
Our Deputy will be AlongSide Young People, Women, Nurses, Postal Workers, Employees of the Public and Private, Farmers, Precarious and Unmployed Who Aspire to What Their Lives Change,	1	Our Deputy AlongSide Young People Women Nurses Postal Workers Employees Public Private Farmers Precarious Unmployed Who Aspire What Their Lives Change
When Americans  need  jobs,  it  is  absolutely  essential  that  we  protect them  from  illegal  labor  in  the workplace.	1	When Americans need job absolutely essential protect illegal labor workplace
with appropriate safeguards here at home,	1	appropriate safeguard home
and our values an enduring source of strength and inspiration the world over.	0	value enduring source strength inspiration world over
and will work in every way we can—in Congress and the federal government, in states and with the private sector—to reach this goal.	1	work every way can—in Congress federal government state private sector—to reach goal
And in Haiti, we will support local and international efforts to bolster the country’s democratic institutions	1	And Haiti support local international effort bolster country’s democratic institution
This proposal offers discounts on the rates based on parameters that reduce the ISEE value.	1	This proposal offer discount rate based parameter reduce ISEE value
The spiritual welfare of our troops and retired service members should be a priority of our national leadership.	0	The spiritual welfare troop retired service member priority national leadership
Being able to speak English is a fundamental part of integrating into our society.	0	Being able speak English fundamental part integrating society
Our NATO allies fought alongside us in Afghanistan and are still there today.	1	Our NATO ally fought alongside u Afghanistan still today
We support binding arbitration to help workers who have voted to join a union reach a first contract.	1	We support binding arbitration help worker voted join union reach first contract
Democrats are committed to advancing the rights and opportunities of women and girls as a central focus of American diplomacy, development,	1	Democrats committed advancing right opportunity woman girl central focus American diplomacy development
Apply zero tolerance and end the judicial laxity by the repeal of lax criminal laws (such as the Taubira law), the restoration of floors and the abolition of automatic pain discounts.	0	Apply zero tolerance end judicial laxity repeal lax criminal law such Taubira law restoration floor abolition automatic pain discount
Not many countries in the world can say that.	0	Not many country world say that
We will build on effective models of drug courts, veterans’ courts, and other diversionary programs that seek to give nonviolent offenders opportunities for rehabilitation as opposed to incarceration.	1	We build effective model drug court veterans’ court diversionary program seek give nonviolent offender opportunity rehabilitation opposed incarceration
With them, we look toward the restoration of human rights to the suffering people of North Korea	1	With them look toward restoration human right suffering people North Korea
and increase the punishment for those caught mismanaging pension schemes.	0	increase punishment caught mismanaging pension scheme
and those with severe mental health issues.	0	severe mental health issue
Democrats will also continue to support the CFPB in enforcing foundational civil rights laws protecting against discrimination in consumer lending.	1	Democrats also continue support CFPB enforcing foundational civil right law protecting discrimination consumer lending
The 2014 case of a Russian cargo ship losing power and potentially running aground on the West Coast was a powerful reminder of the importance of coastal protection.	0	The 2014 case Russian cargo ship losing power potentially running aground West Coast powerful reminder importance coastal protection
We will, in addition, tackle the disproportionate impact of strikes in essential public services by introducing a tougher threshold in health, education, fire and transport.	0	We will addition tackle disproportionate impact strike essential public service introducing tougher threshold health education fire transport
The Russian people are state -forming.	0	The Russian people state forming
This poverty trap would ensnare even more Americans if Obamacare were implemented.	1	This poverty trap would ensnare even Americans Obamacare implemented
One key is to assist their reentry into the job market as soon as possible after military service ends.	1	One key assist reentry job market soon possible military service end
Canada has a strong history of helping those in need, from Hungarian refugees in the 1950s to Ismaili Muslim refugees in the 1970s to those fleeing South East Asia by boat in the 1970s and 1980s.	0	Canada strong history helping need Hungarian refugee 1950s Ismaili Muslim refugee 1970s fleeing South East Asia boat 1970s 1980s
We will support a national commission on digital security and encryption to bring together technology and public safety communities to address the needs of law enforcement,	1	We support national commission digital security encryption bring together technology public safety community address need law enforcement
The racial wealth and income gaps are the result of policies that discriminate against people of color	1	The racial wealth income gap result policy discriminate people color
And it should protect a free and open internet.	1	And protect free open internet
religious freedom,	1	religious freedom
Simplifying the daily life of farmers by stopping the explosion of administrative norms and encouraging the installation of young farmers, through tax exemption during the first years.	1	Simplifying daily life farmer stopping explosion administrative norm encouraging installation young farmer tax exemption first year
We trust the people of this country, who know that we face difficult choices	0	We trust people country know face difficult choice
The last seven years have seen historic falls in crime and improvements in public safety.	0	The last seven year seen historic fall crime improvement public safety
Foremost among those institutions is the American family.	0	Foremost among institution American family
and defense efforts and will continue to support the United States National Action Plan on Women, Peace, and Security.	1	defense effort continue support United States National Action Plan Women Peace Security
We were the first to lead people to the Russian march on Tverskaya Street under the slogan “Russians, forward!”.	0	We first lead people Russian march Tverskaya Street slogan “Russians forward”
and improve the quality of life for all citizens,	1	improve quality life citizen
18. Parting the 1150th anniversary of the Russian state	0	18 Parting 1150th anniversary Russian state
And there are real questions about our detention and deportation policies that must be addressed.	1	And real question detention deportation policy must addressed
We will reform the entry requirements, training, management and career paths of prison officers.	0	We reform entry requirement training management career path prison officer
and thanks to the hard work and determination of the American people, we have come a long way from the Great Recession and the Republican policies that triggered it.	0	thanks hard work determination American people come long way Great Recession Republican policy triggered it
The Democratic Party supports stronger agricultural worker protections including regulation of work hours, elimination of child labor, ensuring adequate housing for migrant workers, and sanitary facilities in the field.	1	The Democratic Party support stronger agricultural worker protection including regulation work hour elimination child labor ensuring adequate housing migrant worker sanitary facility field
We condemn Donald Trump’s demonization of prisoners of war, women, Muslims, Mexicans, and people with disabilities;	1	We condemn Donald Trump’s demonization prisoner war woman Muslims Mexicans people disability
Punitive measures will be imposed on foreign firms that misappropriate American technology and intellectual property.	0	Punitive measure imposed foreign firm misappropriate American technology intellectual property
And trusting them is to give them back the power to do, to act, to achieve.	0	And trusting give back power do act achieve
Remove the economic and social causes, which lead to renouncing motherhood, through forms of support and a correct application of current legislation.	1	Remove economic social cause lead renouncing motherhood form support correct application current legislation
It is effective, sciencebased, and empowers teens to achieve optimal health outcomes and avoid risks of sexual activity.	0	It effective sciencebased empowers teen achieve optimal health outcome avoid risk sexual activity
Democrats believe that today’s extreme levels of income and wealth inequality are bad for our people, bad for our businesses, and bad for our economy.	1	Democrats believe today’s extreme level income wealth inequality bad people bad business bad economy
A job for a veteran is more than a source of income.	1	A job veteran source income
It  is  critical  that  the  United States  has  a  highly  trained  and skilled  workforce.	1	It critical United States highly trained skilled workforce
That is why Congressional Republicans took the lead in enacting the Defense of Marriage Act,	0	That Congressional Republicans took lead enacting Defense Marriage Act
But too often, we do not consider it at its fair value.	0	But often consider fair value
